CMD:bin/cbp.man traces/int/int_4_trace.gz
 (TAGE 1217581)  (LOOP 3648)  (SC 197568) 
 (TOTAL 1418797 bits 173.192993 KB) 
 TAGE Low Bank Used: 6
 TAGE High Bank Used: 15
 (Hard Branch Table 4559)  (Correlation Table 108576)  (Load Value Correlated Predictor Top 40041) 
 (Load Value Correlated Predictor TOTAL 18.698242 KB) 
 (Hard Branch Table 4559)  (Correlation Table 108576)  (Load Value Correlated Predictor Top 40041) 
 (Load Value Correlated Predictor TOTAL 18.698242 KB) 
[0, 0x800028f0], 33554596
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f5c, 0xffff800008010c00], 288223779095435764
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a9010, 0xffff800008010c00], 288223779095435761
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
5000000 instrs 
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f54, 0xffff800008010c00], 288223779095435764
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8fdc, 0xffff800008010c00], 288223779095435762
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xfffff1db0df8, 0xffff800008010c00], 288223779087751162
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fc8e0, 0xffff800008010c00], 288223779095430414
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48a8f84, 0xffff800008010c00], 288223779095435763
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xfffff1ebb7f0, 0x80000d00], 288225978142445910
10000000 instrs 
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
[0xffffd48fce00, 0xffff800008010c00], 288223779095430393
